PRN;Time_UTC;Azimuth;Elevation;MP_C1C;MP_C2W;MP_C2X;MP_C5X;SNR_S1C;SNR_S2W;SNR_S2X;SNR_S5X
G13;2022-01-01 08:36:30;258.80;6.71;0.5846;0.0085;nan;nan;40.4;20.9;nan;nan
G13;2022-01-01 08:37:00;258.89;6.90;0.0227;0.1423;nan;nan;40.7;22.3;nan;nan
G13;2022-01-01 08:37:30;258.97;7.10;0.4052;-0.0363;nan;nan;41.0;20.9;nan;nan
G13;2022-01-01 08:38:00;259.06;7.29;-0.2273;0.0363;nan;nan;41.0;21.5;nan;nan
G13;2022-01-01 08:38:30;259.15;7.49;-0.3014;-0.6883;nan;nan;41.2;20.6;nan;nan
G13;2022-01-01 08:39:00;259.24;7.69;-1.0678;-0.6069;nan;nan;39.9;20.6;nan;nan
G13;2022-01-01 08:39:30;259.33;7.88;0.3598;0.3355;nan;nan;41.7;20.6;nan;nan
G13;2022-01-01 08:40:00;259.42;8.08;-0.6263;-0.2339;nan;nan;40.5;20.9;nan;nan
G13;2022-01-01 08:40:30;259.51;8.28;0.1702;0.2218;nan;nan;40.9;22.3;nan;nan
G13;2022-01-01 08:41:00;259.59;8.47;-0.1707;0.5707;nan;nan;40.2;22.0;nan;nan
G13;2022-01-01 08:41:30;259.68;8.67;-0.2566;0.0762;nan;nan;39.5;22.0;nan;nan
G13;2022-01-01 08:42:00;259.77;8.87;0.1266;0.0218;nan;nan;40.7;22.3;nan;nan
G13;2022-01-01 08:42:30;259.86;9.07;0.0033;0.4348;nan;nan;40.5;22.6;nan;nan
G13;2022-01-01 08:43:00;259.95;9.26;-0.5675;0.3809;nan;nan;41.2;22.5;nan;nan
G13;2022-01-01 08:43:30;260.04;9.46;-0.0374;0.7116;nan;nan;41.1;23.9;nan;nan
G13;2022-01-01 08:44:00;260.12;9.66;-0.3841;0.0295;nan;nan;41.6;22.8;nan;nan
G13;2022-01-01 08:44:30;260.21;9.86;0.3182;0.0238;nan;nan;42.0;25.3;nan;nan
G13;2022-01-01 08:45:00;260.30;10.06;0.1782;0.1807;nan;nan;42.0;25.6;nan;nan
G13;2022-01-01 08:45:30;260.39;10.25;-0.1292;0.6503;nan;nan;41.9;25.9;nan;nan
G13;2022-01-01 08:46:00;260.48;10.45;0.4284;0.4802;nan;nan;42.2;26.0;nan;nan
G13;2022-01-01 08:46:30;260.56;10.65;0.2077;0.0528;nan;nan;42.3;23.2;nan;nan
G13;2022-01-01 08:47:00;260.65;10.85;-0.1921;0.1341;nan;nan;42.0;22.9;nan;nan
G13;2022-01-01 08:47:30;260.74;11.05;0.4133;0.1054;nan;nan;42.0;22.3;nan;nan
G13;2022-01-01 08:48:00;260.83;11.25;-0.2041;-0.5391;nan;nan;41.8;22.6;nan;nan
G13;2022-01-01 08:48:30;260.92;11.45;0.5547;0.3937;nan;nan;42.7;24.7;nan;nan
G13;2022-01-01 08:49:00;261.00;11.65;-0.3467;0.2561;nan;nan;42.4;24.3;nan;nan
G13;2022-01-01 08:49:30;261.09;11.85;0.4261;0.1485;nan;nan;42.8;24.8;nan;nan
G13;2022-01-01 08:50:00;261.18;12.05;0.3455;0.1918;nan;nan;42.7;22.9;nan;nan
G13;2022-01-01 08:50:30;261.27;12.25;0.4287;0.0881;nan;nan;42.8;23.3;nan;nan
G13;2022-01-01 08:51:00;261.36;12.45;0.0978;-0.0441;nan;nan;42.4;22.3;nan;nan
G13;2022-01-01 08:51:30;261.44;12.65;-0.0237;0.1403;nan;nan;42.1;25.0;nan;nan
G13;2022-01-01 08:52:00;261.53;12.85;0.0484;0.3333;nan;nan;41.8;25.4;nan;nan
G13;2022-01-01 08:52:30;261.62;13.05;0.0063;0.2372;nan;nan;41.9;24.3;nan;nan
G13;2022-01-01 08:53:00;261.71;13.25;-0.0706;0.2155;nan;nan;41.3;25.0;nan;nan
G13;2022-01-01 08:53:30;261.79;13.45;0.0018;0.3303;nan;nan;41.7;22.2;nan;nan
G13;2022-01-01 08:54:00;261.88;13.66;0.3452;0.3598;nan;nan;42.6;22.3;nan;nan
G13;2022-01-01 08:54:30;261.97;13.86;-0.0705;0.1291;nan;nan;43.9;24.6;nan;nan
G13;2022-01-01 08:55:00;262.06;14.06;0.3245;0.4833;nan;nan;44.1;22.6;nan;nan
G13;2022-01-01 08:55:30;262.14;14.26;-0.0422;0.1932;nan;nan;43.1;21.8;nan;nan
G13;2022-01-01 08:56:00;262.23;14.46;0.1683;-0.2037;nan;nan;43.1;24.4;nan;nan
G13;2022-01-01 08:56:30;262.32;14.67;-0.7260;-0.3239;nan;nan;42.5;22.5;nan;nan
G13;2022-01-01 08:57:00;262.40;14.87;-0.2163;-0.4456;nan;nan;42.4;22.3;nan;nan
G13;2022-01-01 08:57:30;262.49;15.07;0.1752;-0.1393;nan;nan;42.5;22.8;nan;nan
G13;2022-01-01 08:58:00;262.58;15.27;0.0094;-0.2739;nan;nan;43.7;22.6;nan;nan
G13;2022-01-01 08:58:30;262.66;15.48;0.0944;-0.4168;nan;nan;44.0;22.6;nan;nan
G13;2022-01-01 08:59:00;262.75;15.68;0.2354;-0.1874;nan;nan;43.9;23.9;nan;nan
G13;2022-01-01 08:59:30;262.84;15.88;-0.5166;0.3483;nan;nan;43.9;24.7;nan;nan
G13;2022-01-01 09:00:00;262.92;16.09;0.3960;-0.0974;nan;nan;44.3;25.6;nan;nan
G13;2022-01-01 09:00:30;263.01;16.29;0.1983;-0.0113;nan;nan;44.8;25.6;nan;nan
G13;2022-01-01 09:01:00;263.10;16.49;0.3489;-0.0537;nan;nan;44.7;24.8;nan;nan
G13;2022-01-01 09:01:30;263.18;16.70;0.2672;0.2537;nan;nan;45.0;26.7;nan;nan
G13;2022-01-01 09:02:00;263.27;16.90;0.1632;0.4742;nan;nan;46.0;26.5;nan;nan
G13;2022-01-01 09:02:30;263.36;17.11;0.5323;0.4235;nan;nan;45.9;26.7;nan;nan
G13;2022-01-01 09:03:00;263.44;17.31;-0.2150;0.2606;nan;nan;45.0;26.2;nan;nan
G13;2022-01-01 09:03:30;263.53;17.52;-0.4654;0.3922;nan;nan;45.9;27.1;nan;nan
G13;2022-01-01 09:04:00;263.61;17.72;0.1889;0.5023;nan;nan;45.1;26.4;nan;nan
G13;2022-01-01 09:04:30;263.70;17.93;0.1187;0.5448;nan;nan;45.3;25.6;nan;nan
G13;2022-01-01 09:05:00;263.78;18.13;0.1339;-0.1069;nan;nan;44.9;23.8;nan;nan
G13;2022-01-01 09:05:30;263.87;18.34;0.6933;-0.1317;nan;nan;45.4;26.3;nan;nan
G13;2022-01-01 09:06:00;263.95;18.54;-0.0982;0.1359;nan;nan;44.9;26.9;nan;nan
G13;2022-01-01 09:06:30;264.04;18.75;0.2876;0.2719;nan;nan;45.5;25.7;nan;nan
G13;2022-01-01 09:07:00;264.12;18.95;0.6306;0.3670;nan;nan;45.7;25.4;nan;nan
G13;2022-01-01 09:07:30;264.21;19.16;0.3892;0.2439;nan;nan;44.3;24.5;nan;nan
G13;2022-01-01 09:08:00;264.29;19.37;-0.3556;0.2230;nan;nan;43.5;24.7;nan;nan
G13;2022-01-01 09:08:30;264.38;19.57;-0.1866;0.3859;nan;nan;44.2;22.9;nan;nan
G13;2022-01-01 09:09:00;264.46;19.78;-0.4023;-0.0321;nan;nan;44.1;24.6;nan;nan
G13;2022-01-01 09:09:30;264.55;19.99;-0.3668;0.2175;nan;nan;44.9;24.9;nan;nan
G13;2022-01-01 09:10:00;264.63;20.20;-0.2811;0.1555;nan;nan;44.9;27.0;nan;nan
G13;2022-01-01 09:10:30;264.72;20.40;-0.4952;0.4121;nan;nan;43.5;26.3;nan;nan
G13;2022-01-01 09:11:00;264.80;20.61;0.0460;-0.2932;nan;nan;43.8;26.4;nan;nan
G13;2022-01-01 09:11:30;264.88;20.82;-0.1238;-0.1450;nan;nan;44.5;23.5;nan;nan
G13;2022-01-01 09:12:00;264.97;21.03;-0.2901;-0.0404;nan;nan;44.1;25.8;nan;nan
G13;2022-01-01 09:12:30;265.05;21.23;-0.1827;-0.4573;nan;nan;44.7;26.0;nan;nan
G13;2022-01-01 09:13:00;265.14;21.44;0.2069;-0.4752;nan;nan;44.5;27.4;nan;nan
G13;2022-01-01 09:13:30;265.22;21.65;-0.0083;-0.5594;nan;nan;44.1;23.9;nan;nan
G13;2022-01-01 09:14:00;265.30;21.86;-0.6502;-0.6393;nan;nan;43.6;25.3;nan;nan
G13;2022-01-01 09:14:30;265.38;22.07;-0.2451;-0.5539;nan;nan;44.1;26.0;nan;nan
G13;2022-01-01 09:15:00;265.47;22.28;0.3313;-0.2225;nan;nan;45.2;27.0;nan;nan
G13;2022-01-01 09:15:30;265.55;22.49;-0.1407;-0.5144;nan;nan;45.2;27.2;nan;nan
G13;2022-01-01 09:16:00;265.63;22.70;-0.5217;-0.5707;nan;nan;44.1;26.2;nan;nan
G13;2022-01-01 09:16:30;265.71;22.90;0.4919;-0.4518;nan;nan;43.9;24.5;nan;nan
G13;2022-01-01 09:17:00;265.80;23.11;-0.0183;-0.0867;nan;nan;44.0;25.7;nan;nan
G13;2022-01-01 09:17:30;265.88;23.32;0.2044;0.2365;nan;nan;44.1;27.8;nan;nan
G13;2022-01-01 09:18:00;265.96;23.53;-0.1093;-0.3598;nan;nan;44.1;27.8;nan;nan
G13;2022-01-01 09:18:30;266.04;23.74;0.1308;-0.1388;nan;nan;43.7;26.2;nan;nan
G13;2022-01-01 09:19:00;266.12;23.96;-0.2361;-0.1834;nan;nan;44.9;27.5;nan;nan
G13;2022-01-01 09:19:30;266.20;24.17;-0.0485;-0.2384;nan;nan;44.1;26.8;nan;nan
G13;2022-01-01 09:20:00;266.29;24.38;0.6980;-0.3331;nan;nan;45.1;27.5;nan;nan
G13;2022-01-01 09:20:30;266.37;24.59;0.2329;-0.2725;nan;nan;45.1;28.5;nan;nan
G13;2022-01-01 09:21:00;266.45;24.80;0.0216;-0.5041;nan;nan;45.5;28.0;nan;nan
G13;2022-01-01 09:21:30;266.53;25.01;0.4535;-0.5116;nan;nan;45.0;29.1;nan;nan
G13;2022-01-01 09:22:00;266.61;25.22;-0.5123;-0.7013;nan;nan;44.1;26.8;nan;nan
G13;2022-01-01 09:22:30;266.69;25.43;0.0165;-0.5028;nan;nan;44.6;27.2;nan;nan
G13;2022-01-01 09:23:00;266.77;25.65;-0.2255;-0.6085;nan;nan;44.3;28.9;nan;nan
G13;2022-01-01 09:23:30;266.85;25.86;-0.1301;-0.6290;nan;nan;45.0;27.5;nan;nan
G13;2022-01-01 09:24:00;266.93;26.07;0.1794;-0.6793;nan;nan;44.2;27.9;nan;nan
G13;2022-01-01 09:24:30;267.01;26.28;-0.6831;-0.3081;nan;nan;42.3;27.9;nan;nan
G13;2022-01-01 09:25:00;267.08;26.50;-0.7915;-0.0545;nan;nan;42.5;27.3;nan;nan
G13;2022-01-01 09:25:30;267.16;26.71;0.3387;0.1735;nan;nan;44.2;30.9;nan;nan
G13;2022-01-01 09:26:00;267.24;26.92;-0.1235;0.0361;nan;nan;44.4;29.8;nan;nan
G13;2022-01-01 09:26:30;267.32;27.13;0.0941;-0.2536;nan;nan;43.9;29.1;nan;nan
G13;2022-01-01 09:27:00;267.40;27.35;-0.5371;-0.1374;nan;nan;43.0;26.7;nan;nan
G13;2022-01-01 09:27:30;267.47;27.56;0.4255;-0.0325;nan;nan;43.9;28.6;nan;nan
G13;2022-01-01 09:28:00;267.55;27.78;0.1162;0.0653;nan;nan;44.8;31.0;nan;nan
G13;2022-01-01 09:28:30;267.63;27.99;0.1141;0.1155;nan;nan;45.1;30.8;nan;nan
G13;2022-01-01 09:29:00;267.71;28.20;-0.0905;-0.0223;nan;nan;44.7;30.1;nan;nan
G13;2022-01-01 09:29:30;267.78;28.42;-0.4725;0.1572;nan;nan;43.7;29.5;nan;nan
G13;2022-01-01 09:30:00;267.86;28.63;-0.0675;0.0828;nan;nan;44.3;29.8;nan;nan
G13;2022-01-01 09:30:30;267.94;28.85;0.1591;0.1652;nan;nan;46.1;30.8;nan;nan
G13;2022-01-01 09:31:00;268.01;29.06;-0.2274;0.1632;nan;nan;44.3;29.6;nan;nan
G13;2022-01-01 09:31:30;268.09;29.28;0.4323;0.0631;nan;nan;44.4;30.9;nan;nan
G13;2022-01-01 09:32:00;268.16;29.49;-0.2895;-0.0504;nan;nan;44.9;31.5;nan;nan
G13;2022-01-01 09:32:30;268.24;29.71;-0.2506;0.2990;nan;nan;45.2;32.5;nan;nan
G13;2022-01-01 09:33:00;268.31;29.92;0.7765;0.1126;nan;nan;46.4;31.6;nan;nan
G13;2022-01-01 09:33:30;268.39;30.14;0.3723;0.0879;nan;nan;45.5;31.8;nan;nan
G13;2022-01-01 09:34:00;268.46;30.36;-0.4007;0.1311;nan;nan;45.3;30.8;nan;nan
G13;2022-01-01 09:34:30;268.53;30.57;0.2470;-0.1804;nan;nan;46.4;32.4;nan;nan
G13;2022-01-01 09:35:00;268.61;30.79;0.7692;0.1597;nan;nan;46.7;33.1;nan;nan
G13;2022-01-01 09:35:30;268.68;31.01;0.0816;0.1030;nan;nan;46.3;33.2;nan;nan
G13;2022-01-01 09:36:00;268.75;31.22;-0.1798;0.5786;nan;nan;45.2;32.2;nan;nan
G13;2022-01-01 09:36:30;268.83;31.44;0.4563;0.4072;nan;nan;45.8;32.7;nan;nan
G13;2022-01-01 09:37:00;268.90;31.66;0.2900;0.0123;nan;nan;46.7;32.6;nan;nan
G13;2022-01-01 09:37:30;268.97;31.87;0.0796;0.0896;nan;nan;46.7;32.3;nan;nan
G13;2022-01-01 09:38:00;269.04;32.09;0.1303;-0.1644;nan;nan;45.7;31.2;nan;nan
G13;2022-01-01 09:38:30;269.11;32.31;-0.2629;0.1439;nan;nan;45.4;32.3;nan;nan
G13;2022-01-01 09:39:00;269.19;32.53;0.2808;0.1192;nan;nan;47.3;31.9;nan;nan
G13;2022-01-01 09:39:30;269.26;32.74;0.3330;-0.1774;nan;nan;47.0;31.9;nan;nan
G13;2022-01-01 09:40:00;269.33;32.96;0.2058;0.0151;nan;nan;46.6;32.1;nan;nan
G13;2022-01-01 09:40:30;269.40;33.18;-0.0007;-0.3228;nan;nan;46.7;30.9;nan;nan
G13;2022-01-01 09:41:00;269.47;33.40;0.1895;-0.5158;nan;nan;47.2;32.3;nan;nan
G13;2022-01-01 09:41:30;269.53;33.62;0.3545;-0.2492;nan;nan;47.8;32.1;nan;nan
G13;2022-01-01 09:42:00;269.60;33.84;-0.0608;-0.1838;nan;nan;47.5;31.9;nan;nan
G13;2022-01-01 09:42:30;269.67;34.06;0.4139;-0.5004;nan;nan;48.0;31.6;nan;nan
G13;2022-01-01 09:43:00;269.74;34.28;-0.0558;-0.3857;nan;nan;48.1;32.4;nan;nan
G13;2022-01-01 09:43:30;269.81;34.50;0.3201;-0.1531;nan;nan;48.0;32.0;nan;nan
G13;2022-01-01 09:44:00;269.87;34.72;-0.2330;-0.0554;nan;nan;46.6;30.6;nan;nan
G13;2022-01-01 09:44:30;269.94;34.94;-0.1347;-0.0224;nan;nan;47.2;31.8;nan;nan
G13;2022-01-01 09:45:00;270.01;35.16;0.2777;0.2910;nan;nan;48.2;32.1;nan;nan
G13;2022-01-01 09:45:30;270.07;35.38;-0.1065;-0.0643;nan;nan;47.5;32.3;nan;nan
G13;2022-01-01 09:46:00;270.14;35.60;-0.4854;0.2656;nan;nan;46.7;32.1;nan;nan
G13;2022-01-01 09:46:30;270.20;35.82;-0.2862;0.1523;nan;nan;47.0;32.1;nan;nan
G13;2022-01-01 09:47:00;270.27;36.04;0.2002;0.1180;nan;nan;48.8;33.3;nan;nan
G13;2022-01-01 09:47:30;270.33;36.26;0.4031;0.0852;nan;nan;48.2;33.2;nan;nan
G13;2022-01-01 09:48:00;270.40;36.48;0.1136;0.0240;nan;nan;46.6;33.3;nan;nan
G13;2022-01-01 09:48:30;270.46;36.70;0.2584;-0.1715;nan;nan;48.3;32.3;nan;nan
G13;2022-01-01 09:49:00;270.52;36.92;-0.0262;-0.2033;nan;nan;48.0;34.2;nan;nan
G13;2022-01-01 09:49:30;270.58;37.14;0.1699;-0.2959;nan;nan;47.9;34.3;nan;nan
G13;2022-01-01 09:50:00;270.65;37.37;0.1909;-0.2309;nan;nan;47.8;33.4;nan;nan
G13;2022-01-01 09:50:30;270.71;37.59;0.0262;-0.1678;nan;nan;48.8;34.3;nan;nan
G13;2022-01-01 09:51:00;270.77;37.81;0.4973;-0.2803;nan;nan;49.0;34.8;nan;nan
G13;2022-01-01 09:51:30;270.83;38.03;0.1621;-0.1394;nan;nan;48.9;34.9;nan;nan
G13;2022-01-01 09:52:00;270.89;38.25;-0.1593;0.0051;nan;nan;48.8;33.4;nan;nan
G13;2022-01-01 09:52:30;270.95;38.48;-0.3125;-0.1695;nan;nan;48.5;34.6;nan;nan
G13;2022-01-01 09:53:00;271.01;38.70;-0.0328;-0.0266;nan;nan;48.5;34.7;nan;nan
G13;2022-01-01 09:53:30;271.07;38.92;-0.0626;-0.0818;nan;nan;48.1;34.7;nan;nan
G13;2022-01-01 09:54:00;271.12;39.15;0.0599;0.1373;nan;nan;48.4;35.4;nan;nan
G13;2022-01-01 09:54:30;271.18;39.37;0.2346;0.0337;nan;nan;49.5;35.4;nan;nan
G13;2022-01-01 09:55:00;271.24;39.59;0.0547;-0.0856;nan;nan;49.0;34.4;nan;nan
G13;2022-01-01 09:55:30;271.29;39.82;-0.0992;-0.0893;nan;nan;49.3;35.4;nan;nan
G13;2022-01-01 09:56:00;271.35;40.04;0.3177;0.4623;nan;nan;49.4;35.5;nan;nan
G13;2022-01-01 09:56:30;271.40;40.27;0.4639;0.2308;nan;nan;49.4;35.2;nan;nan
G13;2022-01-01 09:57:00;271.46;40.49;0.1845;-0.0379;nan;nan;48.5;34.5;nan;nan
G13;2022-01-01 09:57:30;271.51;40.71;0.1282;-0.0755;nan;nan;49.0;34.9;nan;nan
G13;2022-01-01 09:58:00;271.56;40.94;0.0657;0.0268;nan;nan;49.5;35.0;nan;nan
G13;2022-01-01 09:58:30;271.62;41.16;-0.3537;-0.3269;nan;nan;47.4;34.0;nan;nan
G13;2022-01-01 09:59:00;271.67;41.39;0.1634;-0.1017;nan;nan;47.7;34.9;nan;nan
G13;2022-01-01 09:59:30;271.72;41.61;-0.0740;0.0082;nan;nan;48.3;34.3;nan;nan
G13;2022-01-01 10:00:00;271.77;41.84;-0.2478;0.0818;nan;nan;47.4;34.1;nan;nan
G13;2022-01-01 10:00:30;271.82;42.06;-0.6676;-0.3854;nan;nan;47.0;33.9;nan;nan
G13;2022-01-01 10:01:00;271.87;42.29;-0.1660;-0.1987;nan;nan;46.5;34.6;nan;nan
G13;2022-01-01 10:01:30;271.92;42.51;-0.1859;-0.3872;nan;nan;46.0;33.9;nan;nan
G13;2022-01-01 10:02:00;271.97;42.74;-0.6285;-0.0200;nan;nan;46.1;33.4;nan;nan
G13;2022-01-01 10:02:30;272.01;42.97;-0.0116;0.0176;nan;nan;47.2;34.6;nan;nan
G13;2022-01-01 10:03:00;272.06;43.19;-0.4077;0.1817;nan;nan;46.7;34.7;nan;nan
G13;2022-01-01 10:03:30;272.11;43.42;-0.5293;0.0960;nan;nan;45.8;34.0;nan;nan
G13;2022-01-01 10:04:00;272.15;43.64;-0.0529;-0.0488;nan;nan;46.9;34.7;nan;nan
G13;2022-01-01 10:04:30;272.20;43.87;-0.2900;0.2833;nan;nan;46.7;35.2;nan;nan
G13;2022-01-01 10:05:00;272.24;44.10;-0.3005;0.1443;nan;nan;47.3;35.4;nan;nan
G13;2022-01-01 10:05:30;272.28;44.33;-0.1260;0.1929;nan;nan;46.6;35.2;nan;nan
G13;2022-01-01 10:06:00;272.32;44.55;-0.2007;-0.0399;nan;nan;46.4;35.5;nan;nan
G13;2022-01-01 10:06:30;272.36;44.78;-0.2880;-0.1374;nan;nan;46.5;34.6;nan;nan
G13;2022-01-01 10:07:00;272.40;45.01;-0.5604;-0.1308;nan;nan;46.2;34.6;nan;nan
G13;2022-01-01 10:07:30;272.44;45.23;-0.4048;0.2134;nan;nan;45.9;35.5;nan;nan
G13;2022-01-01 10:08:00;272.48;45.46;-0.8384;-0.0061;nan;nan;45.7;34.8;nan;nan
G13;2022-01-01 10:08:30;272.52;45.69;-0.3738;-0.0310;nan;nan;45.8;35.5;nan;nan
G13;2022-01-01 10:09:00;272.56;45.92;0.0517;-0.3593;nan;nan;47.6;36.3;nan;nan
G13;2022-01-01 10:09:30;272.59;46.14;-1.1453;-0.1953;nan;nan;46.0;35.8;nan;nan
G13;2022-01-01 10:10:00;272.63;46.37;0.4186;-0.2042;nan;nan;46.9;36.4;nan;nan
G13;2022-01-01 10:10:30;272.66;46.60;-0.0659;-0.5751;nan;nan;47.2;36.0;nan;nan
G13;2022-01-01 10:11:00;272.70;46.83;0.4632;-0.3750;nan;nan;47.0;35.9;nan;nan
G13;2022-01-01 10:11:30;272.73;47.06;0.0391;-0.1050;nan;nan;48.4;36.9;nan;nan
G13;2022-01-01 10:12:00;272.76;47.29;0.2929;-0.1012;nan;nan;48.9;37.5;nan;nan
G13;2022-01-01 10:12:30;272.79;47.52;0.2081;-0.1931;nan;nan;48.8;36.9;nan;nan
G13;2022-01-01 10:13:00;272.82;47.74;0.2079;-0.1683;nan;nan;49.4;37.4;nan;nan
G13;2022-01-01 10:13:30;272.85;47.97;0.1015;0.1052;nan;nan;49.2;37.5;nan;nan
G13;2022-01-01 10:14:00;272.88;48.20;-0.0369;-0.2950;nan;nan;48.5;37.5;nan;nan
G13;2022-01-01 10:14:30;272.90;48.43;0.0781;0.0952;nan;nan;48.7;37.9;nan;nan
G13;2022-01-01 10:15:00;272.93;48.66;0.1457;0.2008;nan;nan;49.5;38.2;nan;nan
G13;2022-01-01 10:15:30;272.95;48.89;-0.1696;0.1957;nan;nan;48.1;37.1;nan;nan
G13;2022-01-01 10:16:00;272.97;49.12;-0.3732;0.2603;nan;nan;48.3;37.6;nan;nan
G13;2022-01-01 10:16:30;273.00;49.35;-0.7666;0.0280;nan;nan;48.0;36.9;nan;nan
G13;2022-01-01 10:17:00;273.02;49.58;-0.1468;0.2949;nan;nan;47.8;36.9;nan;nan
G13;2022-01-01 10:17:30;273.04;49.81;0.1355;0.1069;nan;nan;48.2;36.2;nan;nan
G13;2022-01-01 10:18:00;273.06;50.04;-0.3510;0.1920;nan;nan;47.7;36.0;nan;nan
G13;2022-01-01 10:18:30;273.07;50.27;-0.4097;0.2760;nan;nan;47.3;36.5;nan;nan
G13;2022-01-01 10:19:00;273.09;50.50;-0.4784;-0.1904;nan;nan;48.0;36.2;nan;nan
G13;2022-01-01 10:19:30;273.10;50.73;-0.6603;-0.0524;nan;nan;47.3;36.0;nan;nan
G13;2022-01-01 10:20:00;273.12;50.96;0.0305;0.0281;nan;nan;48.1;36.9;nan;nan
G13;2022-01-01 10:20:30;273.13;51.19;0.0967;-0.2422;nan;nan;48.8;36.6;nan;nan
G13;2022-01-01 10:21:00;273.14;51.42;0.1466;0.1489;nan;nan;48.7;36.8;nan;nan
G13;2022-01-01 10:21:30;273.15;51.65;0.3667;-0.2692;nan;nan;49.2;37.5;nan;nan
G13;2022-01-01 10:22:00;273.16;51.88;0.1729;-0.0767;nan;nan;48.9;37.8;nan;nan
G13;2022-01-01 10:22:30;273.17;52.11;0.1371;-0.2540;nan;nan;49.7;37.8;nan;nan
G13;2022-01-01 10:23:00;273.17;52.34;-0.0706;-0.4960;nan;nan;49.6;38.0;nan;nan
G13;2022-01-01 10:23:30;273.18;52.57;-0.4798;0.1234;nan;nan;49.2;37.9;nan;nan
G13;2022-01-01 10:24:00;273.18;52.80;0.0396;-0.1327;nan;nan;50.0;38.3;nan;nan
G13;2022-01-01 10:24:30;273.18;53.03;-0.2165;-0.1849;nan;nan;49.7;38.7;nan;nan
G13;2022-01-01 10:25:00;273.18;53.27;-0.5781;0.1339;nan;nan;49.5;38.9;nan;nan
G13;2022-01-01 10:25:30;273.18;53.50;-0.5083;0.3167;nan;nan;49.1;39.6;nan;nan
G13;2022-01-01 10:26:00;273.17;53.73;-0.1482;0.6618;nan;nan;50.0;39.2;nan;nan
G13;2022-01-01 10:26:30;273.17;53.96;-0.0312;-0.0343;nan;nan;50.2;39.8;nan;nan
G13;2022-01-01 10:27:00;273.16;54.19;-0.3694;0.1937;nan;nan;50.2;39.4;nan;nan
G13;2022-01-01 10:27:30;273.15;54.42;-0.0291;0.5104;nan;nan;49.8;39.6;nan;nan
G13;2022-01-01 10:28:00;273.14;54.65;0.3160;0.2776;nan;nan;49.8;39.4;nan;nan
G13;2022-01-01 10:28:30;273.13;54.88;0.0302;0.4606;nan;nan;50.0;40.5;nan;nan
G13;2022-01-01 10:29:00;273.12;55.12;0.5003;0.7000;nan;nan;50.6;40.1;nan;nan
G13;2022-01-01 10:29:30;273.10;55.35;0.4558;0.3951;nan;nan;50.8;39.9;nan;nan
G13;2022-01-01 10:30:00;273.08;55.58;-0.2437;0.4555;nan;nan;50.1;39.8;nan;nan
G13;2022-01-01 10:30:30;273.06;55.81;0.3879;0.1836;nan;nan;50.3;39.8;nan;nan
G13;2022-01-01 10:31:00;273.04;56.04;0.2983;0.4101;nan;nan;49.4;39.6;nan;nan
G13;2022-01-01 10:31:30;273.02;56.27;0.1321;0.2731;nan;nan;49.8;40.1;nan;nan
G13;2022-01-01 10:32:00;272.99;56.50;0.5361;0.0282;nan;nan;50.3;40.2;nan;nan
G13;2022-01-01 10:32:30;272.97;56.73;0.1842;0.1044;nan;nan;49.8;39.7;nan;nan
G13;2022-01-01 10:33:00;272.94;56.97;0.3356;0.0959;nan;nan;49.9;39.9;nan;nan
G13;2022-01-01 10:33:30;272.91;57.20;0.2551;-0.2795;nan;nan;49.6;39.6;nan;nan
G13;2022-01-01 10:34:00;272.87;57.43;0.0334;0.0411;nan;nan;49.6;39.7;nan;nan
G13;2022-01-01 10:34:30;272.84;57.66;0.0138;-0.1020;nan;nan;49.8;39.1;nan;nan
G13;2022-01-01 10:35:00;272.80;57.89;-0.4175;-0.3857;nan;nan;49.2;39.4;nan;nan
G13;2022-01-01 10:35:30;272.76;58.12;-0.1377;-0.1242;nan;nan;49.8;39.7;nan;nan
G13;2022-01-01 10:36:00;272.71;58.35;-0.0681;-0.2790;nan;nan;49.7;39.0;nan;nan
G13;2022-01-01 10:36:30;272.67;58.59;-0.2602;-0.6317;nan;nan;48.8;38.4;nan;nan
G13;2022-01-01 10:37:00;272.62;58.82;-0.0119;-0.1540;nan;nan;49.8;38.9;nan;nan
G13;2022-01-01 10:37:30;272.57;59.05;-0.2934;-0.0992;nan;nan;49.1;39.1;nan;nan
G13;2022-01-01 10:38:00;272.52;59.28;0.1199;-0.3636;nan;nan;49.7;38.8;nan;nan
G13;2022-01-01 10:38:30;272.46;59.51;-0.0635;-0.1358;nan;nan;49.8;39.3;nan;nan
G13;2022-01-01 10:39:00;272.40;59.74;-0.1572;-0.1387;nan;nan;49.3;39.2;nan;nan
G13;2022-01-01 10:39:30;272.34;59.97;-0.0059;-0.0991;nan;nan;48.3;38.9;nan;nan
G13;2022-01-01 10:40:00;272.28;60.20;0.0724;0.2038;nan;nan;48.2;39.7;nan;nan
G13;2022-01-01 10:40:30;272.21;60.43;0.3972;0.3313;nan;nan;48.8;39.9;nan;nan
G13;2022-01-01 10:41:00;272.14;60.66;0.0112;0.1357;nan;nan;48.4;38.7;nan;nan
G13;2022-01-01 10:41:30;272.07;60.89;0.2963;0.3696;nan;nan;49.1;39.4;nan;nan
G13;2022-01-01 10:42:00;271.99;61.12;0.3350;0.3072;nan;nan;48.8;39.7;nan;nan
G13;2022-01-01 10:42:30;271.91;61.35;-0.0147;0.0901;nan;nan;48.2;39.6;nan;nan
